names,location,candidate_page,electoral_position,electoral_branch,electoral_level,area,election_result,number_of_votes_for_race,number_of_votes_for_candidate,vote_share,campaign_website_url,camp_hand,off_hand,per_hand,party,error-type_link-name,error-type_color-contrast,error-type_label,error-type_region,error-type_heading-order,error-type_landmark-one-main,error-type_skip-link,error-type_aria-allowed-role,error-type_page-has-heading-one,error-type_duplicate-id-active,number_of_pages,number_of_total_errors,number_of_critical_errors,number_of_serious_errors,number_of_moderate_errors,number_of_minor_errors,number_of_words,number_of_unique_words,ease_of_reading,error-type_duplicate-id,error-type_image-alt,error-type_label-title-only,error-type_meta-viewport,error-type_radiogroup,error-type_html-has-lang,error-type_empty-heading,error-type_landmark-no-duplicate-banner,error-type_definition-list,error-type_document-title,error-type_checkboxgroup,error-type_tabindex,error-type_duplicate-id-aria,error-type_frame-title,error-type_aria-required-children,error-type_aria-valid-attr-value,error-type_autocomplete-valid,error-type_button-name,error-type_aria-roles,error-type_bypass,error-type_listitem,error-type_frame-title-unique,error-type_landmark-no-duplicate-contentinfo,error-type_list,error-type_aria-valid-attr,error-type_meta-viewport-large,error-type_landmark-contentinfo-is-top-level,error-type_landmark-banner-is-top-level,error-type_image-redundant-alt,error-type_aria-required-attr,error-type_area-alt,error-type_input-image-alt,error-type_aria-allowed-attr,error-type_marquee,error-type_landmark-main-is-top-level,error-type_meta-refresh,error-type_dlitem,error-type_object-alt,error-type_table-duplicate-name,error-type_aria-required-parent,number_of_total_trackers,behaviour_event_listeners,canvas_fingerprinters,canvas_font_fingerprinters,cookies,fb_pixel_events,key_logging,session_recorders,third_party_trackers
Arthur Griffin Jr.,"Mecklenburg County, North Carolina",https://ballotpedia.org/Arthur_Griffin_Jr.,Board of Commissioners,Legislative,County,,Won,"835,003","227,732",0.273,https://www.griffin4mecklenburgcounty.com/,AG4MeckCounty,,,Democratic Party,9,15,1,,1,,,,2,,3,29,1,24,3,1,2002,923,42.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3430,2950,427,11,5,0,0,0,37
Ross Monks,"Mecklenburg County, North Carolina",https://ballotpedia.org/Ross_Monks,Board of Commissioners,Legislative,County,,Lost,"69,797","30,206",0.433,https://monks4commissioner.com/,Monks4Commish,,,Republican Party,,,,,2,,,105,,,1,127,10,0,2,115,687,361,36.05,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3393,2952,427,11,3,0,0,0,0
George Dunlap,"Mecklenburg County, North Carolina",https://ballotpedia.org/George_Dunlap,Board of Commissioners,Legislative,County,,Won,"41,064","34,387",0.837,https://vote4dunlap.com,vote4Dunlap,,,Democratic Party,,33,28,3,1,3,,,3,,16,72,29,33,10,0,4220,815,34.965,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3406,2952,429,11,4,0,0,0,10
Mark Jerrell,"Mecklenburg County, North Carolina",https://ballotpedia.org/Mark_Jerrell,Board of Commissioners,Legislative,County,,Won,"49,010","36,509",0.745,https://mark4thepeople.com,Mark4thePeople,,,Democratic Party,,,,,,,,1,,,1,1,0,0,0,1,2,2,120.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3471,2970,429,11,7,0,0,0,54
Laura Meier,"Mecklenburg County, North Carolina",https://ballotpedia.org/Laura_Meier,Board of Commissioners,Legislative,County,,Won,"73,173","38,323",0.524,https://www.meierformeck.com/,LauraMeierD5,,,Democratic Party,33,9,,,1,,,8,7,,8,67,0,51,8,8,2181,731,16,,,,,,,,,,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3442,2981,431,11,5,0,0,0,14
Susan Rodriguez McDowell,"Mecklenburg County, North Carolina",https://ballotpedia.org/Susan_Rodriguez_McDowell,Board of Commissioners,Legislative,County,,Won,"72,926","38,104",0.523,https://www.mcdowell4meck.com/,McDowell4Meck,,,Democratic Party,12,42,2,7,,7,,1,7,,7,141,15,55,21,50,2083,771,19.55,49,13,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3459,2983,431,11,9,0,0,0,25
David Strickland,"Mecklenburg County, North Carolina",https://ballotpedia.org/David_Strickland_(North_Carolina),Judicial,Judicial,County,District 2,Won,"35,027","35,027",1,http://stricklandforsuperiorcourt.com/,,,,Democratic Party,,,,,1,,,6,,,2,11,3,1,1,6,579,226,55.335,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3439,2986,431,11,2,0,0,0,9
Shante' Burke-Hayer,"Mecklenburg County, North Carolina",https://ballotpedia.org/Shante'_Burke-Hayer,Judicial,Judicial,County,,Won,"263,141","263,141",1,https://burkehayerforjudge.com/,,,,Democratic Party,20,,,8,8,,,421,,,8,514,24,22,24,444,2218,788,54.17875,23,24,,,,,,,,,,,,2,,,,,,,,,,,,,,8,,,,,,,,,,,,,3449,2995,431,11,8,0,0,0,4
Roderick G. Davis,"Mecklenburg County, North Carolina",https://ballotpedia.org/Roderick_G._Davis_(North_Carolina),Judicial,Judicial,County,,Won,"266,076","266,076",1,http://www.electdavisfordistrictcourt.com/,,,,Democratic Party,,16,5,4,2,4,,16,2,,4,50,6,16,12,16,736,290,55.185,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440,2998,431,11,0,0,0,0,0
Alyssa M. Levine,"Mecklenburg County, North Carolina",https://ballotpedia.org/Alyssa_Levine,Judicial,Judicial,County,,Won,"266,609","266,609",1,https://alyssalevineforjudge.com/,,,,Democratic Party,,,,1,2,,,5,,,1,13,1,0,3,9,63,49,55.74,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445,3000,431,11,3,0,0,0,0
Matt Newton,"Mecklenburg County, North Carolina",https://ballotpedia.org/Matt_Newton,Judicial,Judicial,County,,Won,"265,790","265,790",1,https://www.mattnewtonforjudge.com/,,,,Democratic Party,9,24,10,9,,9,,5,9,,9,186,21,38,27,100,2782,618,-160.8444444,95,9,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,3462,3004,431,11,6,0,0,0,10
Cecilia Oseguera,"Mecklenburg County, North Carolina",https://ballotpedia.org/Cecilia_Oseguera,Judicial,Judicial,County,,Won,"264,591","264,591",1,https://www.osegueraforjudge.com/,,,,Democratic Party,,,,1,,1,,1,,,1,6,0,1,2,3,374,192,27.56,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3451,3009,431,11,0,0,0,0,0
Karen McCallum,"Mecklenburg County, North Carolina",https://ballotpedia.org/Karen_McCallum,Judicial,Judicial,County,,Won,"264,265","264,265",1,https://mccallumforjudge.com/,,,,Democratic Party,,,,1,,1,,,,,1,4,1,1,2,0,20,20,85.02,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3452,3009,431,11,1,0,0,0,0
Rhonda L. Patterson,"Mecklenburg County, North Carolina",https://ballotpedia.org/Rhonda_Patterson,Judicial,Judicial,County,,Won,"264,237","264,237",1,https://www.rpattersonforjudge.com/,,,,Democratic Party,1,2,,1,,1,,,,,1,8,2,4,2,0,60,41,73.68,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3454,3009,431,11,3,0,0,0,0
Blair Williams,"Wake County, North Carolina",https://ballotpedia.org/Blair_Williams,Clerk of Superior Court,Judicial,County,,Won,"301,128","301,128",1,https://www.blairwilliamsclerkofcourt.com/,,,,Democratic Party,36,23,2,,9,,,,1,,8,77,8,59,10,0,811,249,17.6825,,,,,,,,,,,1,,,,,,,1,2,,,,,,2,,,,,,,,,,,,,,,,3535,3028,432,11,7,0,0,0,57
Nancy Lorrin Freeman,"Wake County, North Carolina",https://ballotpedia.org/Nancy_Lorrin_Freeman,District Attorney,Executive,County,,Won,"435,879","269,624",0.619,https://www.freemanforda.com/,,,,Democratic Party,,3,,2,1,2,,,1,,2,13,2,5,6,0,760,343,43.885,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3483,3029,432,11,5,0,0,0,6
Jeff Dobson,"Wake County, North Carolina",https://ballotpedia.org/Jeff_Dobson,District Attorney,Executive,County,,Lost,"435,879","166,255",0.381,https://www.dobson4da.com/,,,,Republican Party,6,,,3,2,,,12,3,,3,26,0,6,8,12,1795,787,44.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
Donnie Harrison,"Wake County, North Carolina",https://ballotpedia.org/Donnie_Harrison,Sheriff,Executive,County,,Lost,"441,222","204,964",0.465,https://www.donnieharrison.com/,SheriffDonnie,,,Republican Party,4,,,2,,,,,1,,2,7,0,4,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
Donald Mial,"Wake County, North Carolina",https://ballotpedia.org/Donald_Mial,Board of Commissioners,Legislative,County,,Won,"435,776","268,046",0.615,https://donmial.com/,Donmial,,,Nonpartisan Party,35,242,13,11,28,11,,,,,11,350,19,278,50,3,3848,783,56.72454545,1,6,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3475,3032,432,11,0,0,0,0,0
Chanel N. Harris,"Wake County, North Carolina",https://ballotpedia.org/Chanel_Harris,Board of Commissioners,Legislative,County,,Lost,"435,776","167,730",0.385,http://poezzmagazineblog.weebly.com/,,,Msffnc15Chanel,Republican Party,192,1949,,209,,209,,2,209,,209,6765,640,2561,627,2937,50963,1735,63.30754808,2931,640,,,,,4,,,,,,,95,,,,,,,,123,,202,,,,,,,,,,,,,,,,,3530,3048,432,11,7,0,0,0,32
Matt Calabria,"Wake County, North Carolina",https://ballotpedia.org/Matt_Calabria,Board of Commissioners,Legislative,County,,Won,"436,085","272,333",0.624,https://www.mattcalabria.com/,,,Matt_Calabria,Democratic Party,4,8,4,7,,7,,4,4,,7,49,8,19,18,4,1942,709,48.962,,4,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3564,3063,433,11,9,4,0,0,44
Cheryl Stallings,"Wake County, North Carolina",https://ballotpedia.org/Cheryl_Stallings,Board of Commissioners,Legislative,County,,Won,"436,505","267,395",0.613,https://www.cheryl4wake.org/,,,,Democratic Party,,6,,,2,,,8,8,,8,41,0,14,10,17,1107,425,31.5875,,,,,,,9,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3526,3071,433,11,3,0,0,0,8
Irina Comer,"Wake County, North Carolina",https://ballotpedia.org/Irina_Comer,Board of Commissioners,Legislative,County,,Lost,"436,505","169,110",0.387,https://www.irinaforwake.com/,irinaforwake,,,Republican Party,1,2,,1,,1,,,,,1,8,2,4,2,0,60,41,73.68,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3518,3071,433,11,3,0,0,0,0
Vickie Adamson,"Wake County, North Carolina",https://ballotpedia.org/Vickie_Adamson,Board of Commissioners,Legislative,County,,Won,"301,221","301,221",1,https://vickieforwakecounty.com/,,,,Democratic Party,,2,18,6,,,,6,6,,6,38,18,2,12,6,2090,448,60.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3522,3075,436,11,0,0,0,0,0
Jenna Wadsworth,"Wake County, North Carolina",https://ballotpedia.org/Jenna_Wadsworth,Soil & Water Conservation District,Executive,Special District,,Won,"558,591","195,803",0.351,https://www.jennawadsworth.com/,JennaWadsworth,,,Nonpartisan,,523,,12,,12,,4,12,,12,611,36,535,36,4,8392,2376,44.84166667,,36,,,,,,,,,,,,2,,,,,,6,,,,4,,,,,,,,,,,,,,,,,3577,3100,439,11,8,0,0,0,19
Beth Pugh Farrell,"Wake County, North Carolina",https://ballotpedia.org/Beth_Pugh_Farrell,Soil & Water Conservation District,Executive,Special District,,Lost,"558,591","144,063",0.258,https://www.bethpughfarrell.com/,,,,Nonpartisan,16,35,,1,,,,,4,,5,66,8,51,5,2,1806,565,44.556,2,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,3650,3127,441,11,12,0,0,0,59
Stephen Xavier,"Wake County, North Carolina",https://ballotpedia.org/Stephen_Xavier,Soil & Water Conservation District,Executive,Special District,,Lost,"558,591","85,878",0.154,https://www.xavier4soilandwater.com/,,,,Nonpartisan,,,,2,,2,,,2,,2,13,0,1,6,6,497,266,39.415,6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3640,3130,449,11,9,0,0,0,41
Rashad Hauter,"Wake County, North Carolina",https://ballotpedia.org/Rashad_Hauter,Judicial,Judicial,County,,Won,"48,239","48,239",1,https://www.voterashad.com/,,,,Republican Party,18,1,,,,,,,1,,6,21,0,20,1,0,1079,419,30.76666667,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3630,3139,449,11,5,0,0,0,26
Cynthia Baddour Kenney,"Wake County, North Carolina",https://ballotpedia.org/Cynthia_Baddour_Kenney,Judicial,Judicial,County,,Won,"46,805","46,805",1,https://kenney4judge.com/,,,,Democratic Party,,,22,6,9,6,,6,4,,6,62,30,1,25,6,321,164,19.306,,,,6,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3621,3140,452,11,3,0,0,0,15
Margaret P. Eagles,"Wake County, North Carolina",https://ballotpedia.org/Margaret_P._Eagles,Judicial,Judicial,County,,Won,"88,462","88,462",1,http://www.eaglesforjudge.com,,,,Democratic Party,1,8,6,1,5,1,,,,,1,29,10,12,7,0,1423,546,50.26,,4,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3733,3149,452,11,45,0,0,0,76
J. Brian Ratledge,"Wake County, North Carolina",https://ballotpedia.org/J._Brian_Ratledge,Judicial,Judicial,County,,Won,"74,684","74,684",1,https://www.ratledgeforjudge.com/,,,brianratledge,Republican Party,7,60,8,6,1,,,,1,,6,131,9,78,8,36,1628,479,49.46333333,36,,3,,,,,,,,1,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,3654,3160,452,11,4,0,0,0,27
Louis B. Meyer,"Wake County, North Carolina","https://ballotpedia.org/Louis_B._Meyer,_III",Judicial,Judicial,County,,Won,"33,110","33,110",1,http://judgelouismeyer.com/,,,,Democratic Party,,62,12,,,,,24,,,8,136,12,100,0,24,1382,479,71.38166667,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3627,3160,452,11,0,0,0,0,4
Jennifer Bedford,"Wake County, North Carolina",https://ballotpedia.org/Jennifer_Bedford,Judicial,Judicial,County,,Won,"78,587","48,232",0.614,https://bedfordforjudge.com,JenniferBed4d,,,Democratic Party,,,,1,,1,,,,,1,4,1,1,2,0,18,14,70.8,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
Asia Prince,"Wake County, North Carolina",https://ballotpedia.org/Asia_Prince,Judicial,Judicial,County,,Lost,"78,587","30,355",0.386,https://princeforjudge.com,ajprincenc,,,Republican Party,1,2,,1,,1,,,,,1,8,2,4,2,0,60,41,73.68,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3626,3160,452,11,3,0,0,0,0
Chris Ronayne,"Cuyahoga County, Ohio",https://ballotpedia.org/Chris_Ronayne,County executive,Executive,County,,Won,"386,568","247,301",0.64,https://www.chrisronayne.com/,chrisronayne,,,Democratic Party,4,4,,1,,,,,,,6,40,31,8,1,0,13571,2684,22.51166667,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,3656,3174,452,11,7,0,0,0,12
Lee Weingart,"Cuyahoga County, Ohio",https://ballotpedia.org/Lee_Weingart,County executive,Executive,County,,Lost,"386,568","138,979",0.36,https://www.weingart2022.com,weingart2022,,,Republican Party,32,89,8,8,36,8,,8,5,,8,242,52,125,57,8,6442,1613,122.13125,,44,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,3784,3181,457,12,48,4,0,0,82
Nan Baker,"Cuyahoga County, Ohio",https://ballotpedia.org/Nan_Baker,County council,Legislative,County,,Lost,"50,713","24,751",0.488,http://www.friendsofnanbaker.com/,,,,Republican Party,,5,,1,,,,,,,1,16,4,6,1,5,61,47,48.98,5,2,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3653,3184,457,12,0,0,0,0,0
Sunny Simon,"Cuyahoga County, Ohio",https://ballotpedia.org/Sunny_Simon,County council,Legislative,County,,Won,"27,288","27,288",1,https://sunnysimon.org,,,,Democratic Party,1,4,,1,1,1,,,,,1,9,1,5,3,0,253,148,45.15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3705,3187,461,12,28,0,1,0,16
Francine Goldberg,"Cuyahoga County, Ohio",https://ballotpedia.org/Francine_Goldberg,Judicial offices,Judicial,County,,Won,"197,075","197,075",1,https://www.judgegoldberg.com/,,,,Democratic Party,83,19,30,9,,9,,,,,9,223,66,135,18,4,1822,568,30.16333333,2,35,,,,9,2,,,,,,,,,,,,,,24,,,,,,,,,,,1,,,,,,,,,3661,3187,461,12,0,0,0,0,1
Diane M. Palos,"Cuyahoga County, Ohio",https://ballotpedia.org/Diane_Palos,Judicial offices,Judicial,County,,Won,"191,638","191,638",1,http://judgedianempalos.com/,,,,Democratic Party,,16,,16,6,,,2,5,,16,53,4,20,27,2,3839,807,62.658125,,4,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,3670,3195,461,12,2,0,0,0,0
Richard Bell,"Cuyahoga County, Ohio",https://ballotpedia.org/Richard_Bell_(Ohio),Judicial offices,Judicial,County,,Won,"287,570","190,712",0.663,https://www.richardbell4judge.com/,,,,Democratic Party,,,,,,1,,,1,,1,4,0,2,2,0,0,0,206.84,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670,3195,461,12,2,0,0,0,0
Peter Corrigan,"Cuyahoga County, Ohio",https://ballotpedia.org/Peter_Corrigan_(Cuyahoga_County_judge),Judicial offices,Judicial,County,,Won,"203,040","203,040",1,https://www.judgepeterjcorrigan.com/,,,,Democratic Party,,,17,,1,,,3,2,,3,26,17,3,3,3,228,99,72.33666667,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3695,3205,461,12,3,0,0,0,14
David T. Matia,"Cuyahoga County, Ohio",https://ballotpedia.org/David_T._Matia,Judicial offices,Judicial,County,,Won,"197,391","197,391",1,https://www.judgematia.com/,,,,Democratic Party,1,3,,,3,,,4,2,3,3,19,0,10,5,4,586,276,65.07,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3712,3222,463,12,5,0,0,0,10
Jeffrey Saffold,"Cuyahoga County, Ohio",https://ballotpedia.org/Jeffrey_Saffold,Judicial offices,Judicial,County,,Won,"286,002","190,455",0.666,https://www.saffold4judge.com/,,,,Democratic Party,,2,,1,,1,,,1,,2,8,0,5,3,0,1501,495,15.11,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3700,3222,463,12,2,0,0,0,1
Mark Majer,"Cuyahoga County, Ohio",https://ballotpedia.org/Mark_Majer,Judicial offices,Judicial,County,,Lost,"286,002","95,547",0.334,https://judgemarkmajer.com,,,,Nonpartisan,1,2,,1,,1,,,,,1,8,2,4,2,0,60,41,73.68,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700,3222,463,12,3,0,0,0,0
Maureen Clancy,"Cuyahoga County, Ohio",https://ballotpedia.org/Maureen_Clancy,Judicial offices,Judicial,County,,Won,"284,952","193,232",0.678,https://www.judgemaureenclancy.com/,,,,Democratic Party,,1,,1,,1,,,1,,1,5,0,2,3,0,0,0,206.84,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3698,3222,463,12,1,0,0,0,0
John J. Russo,"Cuyahoga County, Ohio",https://ballotpedia.org/John_J._Russo,Judicial offices,Judicial,County,,Won,"203,271","203,271",1,https://judgejohnjrusso.com,,,,Democratic Party,2,1,10,1,,,,3,,,1,17,10,3,1,3,627,335,41.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3748,3228,470,13,7,0,0,1,29
Denise Salerno,"Cuyahoga County, Ohio",https://ballotpedia.org/Denise_Salerno,Judicial offices,Judicial,County,,Lost,"295,041","91,848",0.311,https://www.salernoforjudge.com/,SalernoForjudge,,,Nonpartisan,1,2,,2,,2,,,1,,2,11,1,5,5,0,33,24,131.04,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3721,3231,470,13,6,0,1,0,0
Jennifer O'Donnell,"Cuyahoga County, Ohio",https://ballotpedia.org/Jennifer_O'Donnell,Judicial offices,Judicial,County,,Won,"298,908","189,745",0.635,https://www.jenniferodonnellforjudge.com/,,,,Democratic Party,1,2,,1,,1,,,,,1,8,2,4,2,0,60,41,73.68,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3715,3231,470,13,1,0,0,0,0
Kenneth Callahan,"Cuyahoga County, Ohio",https://ballotpedia.org/Kenneth_Callahan,Judicial offices,Judicial,County,,Lost,"298,908","109,163",0.365,https://www.keepjudgecallahan.com/,,,,Nonpartisan,1,2,,1,,1,,,,,1,8,2,4,2,0,60,41,73.68,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3717,3231,470,13,3,0,0,0,0
Kevin Kelley,"Cuyahoga County, Ohio",https://ballotpedia.org/Kevin_J._Kelley_(Ohio),Judicial offices,Judicial,County,,Won,"304,509","169,852",0.558,https://kevinjkelleyforjudge.com,,,,Democratic Party,1,1,,,2,,,,,,1,4,0,2,2,0,158,111,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3820,3255,476,14,14,0,0,0,61
Anne McDonough,"Cuyahoga County, Ohio",https://ballotpedia.org/Anne_McDonough,Judicial offices,Judicial,County,,Won,"290,091","193,671",0.668,https://www.annecmcdonough.com,annemcdonough15,,,Democratic Party,,,,,1,,,3,2,,3,11,0,0,3,8,286,125,81.83333333,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3761,3260,476,14,6,0,0,0,5
Pamela Hawkins,"Cuyahoga County, Ohio",https://ballotpedia.org/Pamela_Hawkins,Judicial offices,Judicial,County,,Lost,"290,091","96,420",0.332,https://pamelahawkinsforjudge.com,PamHawkins2020,,,Nonpartisan,14,6,48,18,10,18,,,14,,18,134,48,20,60,6,3690,535,49.58555556,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752,3262,476,14,0,0,0,0,0
Nicholas Celebrezze,"Cuyahoga County, Ohio",https://ballotpedia.org/Nicholas_Celebrezze,Judicial offices,Judicial,County,,Won,"194,366","194,366",1,https://www.votecelebrezze.com/,,,,Democratic Party,,,,1,,1,,,,,1,3,0,1,2,0,13,11,92.12,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752,3262,476,14,0,0,0,0,0
Jeffrey Fix,"Fairfield County, Ohio",https://ballotpedia.org/Jeffrey_Fix,County commissioner,Legislative,County,,Won,"56,968","37,441",0.657,https://fixforcommissioner.com,,,Fix4Fairfield,Republican Party,3,8,,,1,,,,,,1,12,0,11,1,0,413,208,-24.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3844,3275,476,14,10,0,0,0,69
Erica Crawley,"Franklin County, Ohio",https://ballotpedia.org/Erica_Crawley,County commissioner,Legislative,County,,Won,"402,800","255,087",0.633,https://ericacrawley.com/,EricaCCrawley,,,Democratic Party,10,20,,,1,,,67,8,,16,139,0,31,41,67,1642,494,45.463125,,,,,,,,,,,,,,1,,,,,,,,,16,,,,16,,,,,,,,,,,,,,3800,3293,481,14,0,0,0,0,12
Kim A. Browne,"Franklin County, Ohio",https://ballotpedia.org/Kim_Browne,Judicial offices,Judicial,County,,Won,"337,200","234,389",0.695,https://www.judgebrowne2022.com/,,,JudgeBrowne,Democratic Party,,,,1,,1,,,1,,1,10,5,2,3,0,8,8,-224.29,,5,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3788,3293,481,14,0,0,0,0,0
Douglas Nobles,"Franklin County, Ohio",https://ballotpedia.org/Douglas_Nobles,Judicial offices,Judicial,County,,Won,"329,025","188,066",0.572,https://noblesforjudge.com,,,,Nonpartisan,8,9,2,4,1,4,,,,,4,53,6,21,9,17,980,345,48.2325,16,,4,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3790,3295,481,14,0,0,0,0,0
Michael J. Holbrook,"Franklin County, Ohio",https://ballotpedia.org/Michael_Holbrook,Judicial offices,Judicial,County,,Won,"349,058","175,310",0.502,https://holbrookforjudge.com,Holbrook4Judge,,,Republican Party,1,5,4,1,,1,,,,,1,13,4,6,2,1,360,215,31.18,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792,3295,481,14,2,0,0,0,0
Jessica Barwell,"Franklin County, Ohio",https://ballotpedia.org/Jessica_Barwell,Judicial offices,Judicial,County,,Lost,"307,346","131,123",0.427,https://www.jessicabarwell.com,,,,Republican Party,,1,,1,,1,,,1,,1,5,0,2,3,0,0,0,206.84,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792,3295,481,14,2,0,0,0,0
Jeffrey Brown,"Franklin County, Ohio",https://ballotpedia.org/Jeffrey_Brown_(Ohio),Judicial offices,Judicial,County,,Won,"271,547","271,547",1,http://www.judgejeffbrown.com/,,,,Democratic Party,,3,,,,,,2,1,,1,7,0,4,1,2,174,106,75.81,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3797,3302,481,14,0,0,0,0,0
Andria Noble,"Franklin County, Ohio",https://ballotpedia.org/Andria_Noble,Judicial offices,Judicial,County,,Won,"334,449","183,821",0.55,https://www.votenobleforjudge.com,VoteNoble4Judge,,,Democratic Party,15,5,1,,3,,,,3,,4,27,1,20,6,0,796,315,53.4525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3841,3310,481,14,5,0,0,0,31
Colleen O'Donnell,"Franklin County, Ohio",https://ballotpedia.org/Colleen_O'Donnell,Judicial offices,Judicial,County,,Lost,"334,449","150,628",0.45,http://committeeforjudgeodonnell.com/,,,,Republican Party,,3,,1,,1,,,,,1,5,0,3,2,0,11,11,40.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3808,3310,481,14,2,0,0,0,1
Bill Sperlazza,"Franklin County, Ohio",https://ballotpedia.org/Bill_Sperlazza,Judicial offices,Judicial,County,,Won,"329,017","195,903",0.595,https://sperlazza4judge.com,,,,Democratic Party,,9,,4,,4,,4,4,,4,25,0,9,12,4,1819,322,39.6925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3819,3313,484,14,0,0,0,0,8
Will Ireland,"Franklin County, Ohio",https://ballotpedia.org/Will_Ireland,Judicial offices,Judicial,County,,Lost,"329,017","133,114",0.405,https://www.willirelandforjudge.com,,,,Nonpartisan,,1,,1,,1,,,1,,1,5,0,2,3,0,0,0,206.84,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3813,3313,484,14,2,0,0,0,0
